username,in_reply_to_screen_name,full_text,Cleaned_Text,Tokenized_Text,Formalized_Text,Stopword_Removed_Text,Stemmed_Text,BERT_Label,VADER_Label
dppappdki,dppappdki,- serta penyuluhan terkait pencegahan stunting dengan sasaran meliputi balita dengan masalah gizi (stunted gizi buruk gizi kurang underweight weight flattering) dan/atau ibu hamil dengan sebanyak 20 orang pada setiap kelurahan. https://t.co/YCRL4CJ4u7,serta penyuluhan terkait pencegahan stunting dengan sasaran meliputi balita dengan masalah gizi stunted gizi buruk gizi kurang underweight weight flattering dan atau ibu hamil dengan sebanyak orang pada setiap kelurahan,"['serta', 'penyuluhan', 'terkait', 'pencegahan', 'stunting', 'dengan', 'sasaran', 'meliputi', 'balita', 'dengan', 'masalah', 'gizi', 'stunted', 'gizi', 'buruk', 'gizi', 'kurang', 'underweight', 'weight', 'flattering', 'dan', 'atau', 'ibu', 'hamil', 'dengan', 'sebanyak', 'orang', 'pada', 'setiap', 'kelurahan']","['serta', 'penyuluhan', 'terkait', 'pencegahan', 'stunting', 'dengan', 'sasaran', 'meliputi', 'balita', 'dengan', 'masalah', 'gizi', 'stunted', 'gizi', 'buruk', 'gizi', 'kurang', 'underweight', 'weight', 'flattering', 'dan', 'atau', 'ibu', 'hamil', 'dengan', 'sebanyak', 'orang', 'pada', 'setiap', 'kelurahan']",penyuluhan terkait pencegahan stunting sasaran meliputi balita gizi stunted gizi buruk gizi underweight weight flattering hamil orang kelurahan,"['suluh', 'kait', 'cegah', 'stunting', 'sasar', 'liput', 'balita', 'gizi', 'stunted', 'gizi', 'buruk', 'gizi', 'underweight', 'weight', 'flattering', 'hamil', 'orang', 'lurah']",neutral,positive
dppappdki,dppappdki,- serta memberikan intervensi gizi bagi balita dan ibu hamil berisiko stunting dengan melibatkan masyarakat serta kemitraan lainnya secara aktif. Pelaksanaan DASHAT meliputi beberapa tahapan antara lain pembekalan/orientasi- https://t.co/SGGU96YcAr,serta memberikan intervensi gizi bagi balita dan ibu hamil berisiko stunting dengan melibatkan masyarakat serta kemitraan lainnya secara aktif pelaksanaan dashat meliputi beberapa tahapan antara lain pembekalan orientasi,"['serta', 'memberikan', 'intervensi', 'gizi', 'bagi', 'balita', 'dan', 'ibu', 'hamil', 'berisiko', 'stunting', 'dengan', 'melibatkan', 'masyarakat', 'serta', 'kemitraan', 'lainnya', 'secara', 'aktif', 'pelaksanaan', 'dashat', 'meliputi', 'beberapa', 'tahapan', 'antara', 'lain', 'pembekalan', 'orientasi']","['serta', 'memberikan', 'intervensi', 'gizi', 'bagi', 'balita', 'dan', 'ibu', 'hamil', 'berisiko', 'stunting', 'dengan', 'melibatkan', 'masyarakat', 'serta', 'kemitraan', 'lainnya', 'secara', 'aktif', 'pelaksanaan', 'dashat', 'meliputi', 'beberapa', 'tahapan', 'antara', 'lain', 'pembekalan', 'orientasi']",intervensi gizi balita hamil berisiko stunting melibatkan masyarakat kemitraan aktif pelaksanaan dashat meliputi tahapan pembekalan orientasi,"['intervensi', 'gizi', 'balita', 'hamil', 'risiko', 'stunting', 'libat', 'masyarakat', 'mitra', 'aktif', 'laksana', 'dashat', 'liput', 'tahap', 'bekal', 'orientasi']",neutral,neutral
ObiWan_Catnobi,ObiWan_Catnobi,Disclaimer: stunting ga cuma diakibatkan malnutrisi tapi juga infeksi berulang paparan asap dan salah pola asuh,disclaimer stunting ga cuma diakibatkan malnutrisi tapi juga infeksi berulang paparan asap dan salah pola asuh,"['disclaimer', 'stunting', 'ga', 'cuma', 'diakibatkan', 'malnutrisi', 'tapi', 'juga', 'infeksi', 'berulang', 'paparan', 'asap', 'dan', 'salah', 'pola', 'asuh']","['disclaimer', 'stunting', 'ga', 'cuma', 'diakibatkan', 'malnutrisi', 'tetapi', 'ya', 'infeksi', 'berulang', 'paparan', 'sesegera mungkin', 'dan', 'salah', 'pola', 'asuh']",disclaimer stunting diakibatkan malnutrisi infeksi berulang paparan salah pola asuh,"['disclaimer', 'stunting', 'akibat', 'malnutrisi', 'infeksi', 'ulang', 'papar', 'salah', 'pola', 'asuh']",neutral,neutral
geminiisgem,geminigirls02,@geminigirls02 @um_fess Minta kontaknya kakk,um fess minta kontaknya kakk,"['um', 'fess', 'minta', 'kontaknya', 'kakk']","['um', 'fess', 'minta', 'kontaknya', 'kakk']",um fess kontaknya kakk,"['um', 'fess', 'kontak', 'kakk']",negative,neutral
thewintersun12,oxfara,@oxfara Sedih dikira pemerintah yg bikin stunting cuma perkara makanan aja ,oxfara sedih dikira pemerintah yg bikin stunting cuma perkara makanan aja,"['oxfara', 'sedih', 'dikira', 'pemerintah', 'yg', 'bikin', 'stunting', 'cuma', 'perkara', 'makanan', 'aja']","['oxfara', 'sedih', 'dikira', 'pemerintah', 'yang', 'bikin', 'stunting', 'cuma', 'perkara', 'makanan', 'saja']",oxfara sedih pemerintah stunting perkara,"['oxfara', 'sedih', 'perintah', 'stunting', 'perkara']",neutral,neutral
xxblurryface_,xxblurryface_,suami gw tau stunting tp g bkin dia perduli anak makan cukup atau engga gizi yg dia dapat cukup atau engga. emg g smua org pengen anak tapi punya rasa cukup perduli sm tumbuh kembangnya. PUNYA ANAK UDAH GT DOANG. bagai pencapaian aja tpi g dilakukan tanggung jwb sbgai org tua,suami gw tau stunting tp g bkin dia perduli anak makan cukup atau engga gizi yg dia dapat cukup atau engga emg g smua org pengen anak tapi punya rasa cukup perduli sm tumbuh kembangnya punya anak udah gt doang bagai pencapaian aja tpi g dilakukan tanggung jwb sbgai org tua,"['suami', 'gw', 'tau', 'stunting', 'tp', 'g', 'bkin', 'dia', 'perduli', 'anak', 'makan', 'cukup', 'atau', 'engga', 'gizi', 'yg', 'dia', 'dapat', 'cukup', 'atau', 'engga', 'emg', 'g', 'smua', 'org', 'pengen', 'anak', 'tapi', 'punya', 'rasa', 'cukup', 'perduli', 'sm', 'tumbuh', 'kembangnya', 'punya', 'anak', 'udah', 'gt', 'doang', 'bagai', 'pencapaian', 'aja', 'tpi', 'g', 'dilakukan', 'tanggung', 'jwb', 'sbgai', 'org', 'tua']","['suami', 'saya', 'tahu', 'stunting', 'tapi', 'g', 'bkin', 'dia', 'perduli', 'anak', 'makan', 'cukup', 'atau', 'engga', 'gizi', 'yang', 'dia', 'dapat', 'cukup', 'atau', 'engga', 'emg', 'g', 'smua', 'org', 'pengen', 'anak', 'tetapi', 'punya', 'rasa', 'cukup', 'perduli', 'sm', 'tumbuh', 'kembangnya', 'punya', 'anak', 'sudah', 'begitu', 'doang', 'bagai', 'pencapaian', 'saja', 'tapi', 'g', 'dilakukan', 'tanggung', 'jawab', 'sbgai', 'org', 'tua']",suami stunting bkin perduli anak engga gizi engga emg smua org anak perduli sm tumbuh kembangnya anak doang pencapaian tanggung sbgai org tua,"['suami', 'stunting', 'bkin', 'duli', 'anak', 'engga', 'gizi', 'engga', 'emg', 'smua', 'org', 'anak', 'duli', 'sm', 'tumbuh', 'kembang', 'anak', 'doang', 'capai', 'tanggung', 'sbgai', 'org', 'tua']",negative,neutral
darderdore,evlyynf,@evlyynf WAJIB GUYS BIAR ANAKNYA GAK STUNTING ,evlyynf wajib guys biar anaknya gak stunting,"['evlyynf', 'wajib', 'guys', 'biar', 'anaknya', 'gak', 'stunting']","['evlyynf', 'wajib', 'teman-teman', 'biar', 'anaknya', 'gak', 'stunting']",evlyynf wajib temanteman anaknya stunting,"['evlyynf', 'wajib', 'temanteman', 'anak', 'stunting']",neutral,neutral
unpinkskie,unpinkskie,@evlyynf selain buat diri sendiri juga penting banget bub buat masa depan kita untuk mencegah melahirkan anak dengan tumbuh kembang stunting,evlyynf selain buat diri sendiri juga penting banget bub buat masa depan kita untuk mencegah melahirkan anak dengan tumbuh kembang stunting,"['evlyynf', 'selain', 'buat', 'diri', 'sendiri', 'juga', 'penting', 'banget', 'bub', 'buat', 'masa', 'depan', 'kita', 'untuk', 'mencegah', 'melahirkan', 'anak', 'dengan', 'tumbuh', 'kembang', 'stunting']","['evlyynf', 'selain', 'buat', 'diri', 'sendiri', 'ya', 'penting', 'sangat', 'bub', 'buat', 'masa', 'depan', 'kita', 'untuk', 'mencegah', 'melahirkan', 'anak', 'dengan', 'tumbuh', 'kembang', 'stunting']",evlyynf bub mencegah melahirkan anak tumbuh kembang stunting,"['evlyynf', 'bub', 'cegah', 'lahir', 'anak', 'tumbuh', 'kembang', 'stunting']",neutral,neutral
protagonistmen,yourfavners,@yourfavners 20k untuk satu ekor lele stunting,yourfavners untuk satu ekor lele stunting,"['yourfavners', 'untuk', 'satu', 'ekor', 'lele', 'stunting']","['yourfavners', 'untuk', 'satu', 'ekor', 'lele', 'stunting']",yourfavners ekor lele stunting,"['yourfavners', 'ekor', 'lele', 'stunting']",positive,neutral
bruhxletter,tempodotco,@tempodotco @ARSIPAJA Mending masakan emak makan gini tiap hari malah bikin stunting.,tempodotco arsipaja mending masakan emak makan gini tiap hari malah bikin stunting,"['tempodotco', 'arsipaja', 'mending', 'masakan', 'emak', 'makan', 'gini', 'tiap', 'hari', 'malah', 'bikin', 'stunting']","['tempodotco', 'arsipaja', 'lebih baik', 'masakan', 'emak', 'makan', 'gini', 'tiap', 'hari', 'justru', 'bikin', 'stunting']",tempodotco arsipaja masakan emak stunting,"['tempodotco', 'arsipaja', 'masakan', 'emak', 'stunting']",positive,neutral
bruhxletter,ARSIPAJA,@ARSIPAJA Makan apaan? Nasi sama bumbu nasi goreng? Udah stunting makin stunting pe'a ‍️,arsipaja makan apaan nasi sama bumbu nasi goreng udah stunting makin stunting pe a,"['arsipaja', 'makan', 'apaan', 'nasi', 'sama', 'bumbu', 'nasi', 'goreng', 'udah', 'stunting', 'makin', 'stunting', 'pe', 'a']","['arsipaja', 'makan', 'apa', 'nasi', 'sama', 'bumbu', 'nasi', 'goreng', 'sudah', 'stunting', 'makin', 'stunting', 'pe', 'a']",arsipaja nasi bumbu nasi goreng stunting stunting pe a,"['arsipaja', 'nasi', 'bumbu', 'nasi', 'goreng', 'stunting', 'stunting', 'pe', 'a']",positive,neutral
nayla_sjhq,pertamina,@pertamina mengadakan program edukasi dan pendampingan bagi anak-anak guna mencegah stunting dan gizi buruk.,pertamina mengadakan program edukasi dan pendampingan bagi anak anak guna mencegah stunting dan gizi buruk,"['pertamina', 'mengadakan', 'program', 'edukasi', 'dan', 'pendampingan', 'bagi', 'anak', 'anak', 'guna', 'mencegah', 'stunting', 'dan', 'gizi', 'buruk']","['pertamina', 'mengadakan', 'program', 'edukasi', 'dan', 'pendampingan', 'bagi', 'anak', 'anak', 'guna', 'mencegah', 'stunting', 'dan', 'gizi', 'buruk']",pertamina mengadakan program edukasi pendampingan anak anak mencegah stunting gizi buruk,"['pertamina', 'ada', 'program', 'edukasi', 'damping', 'anak', 'anak', 'cegah', 'stunting', 'gizi', 'buruk']",neutral,neutral
JoshGrobax,Mamamochi1,@Mamamochi1 @G4b0nG0ku @ganjarpranowo @mohmahfudmd Beliau perlu makan siang gratis agar ga stunting ,ganjarpranowo mohmahfudmd beliau perlu makan siang gratis agar ga stunting,"['ganjarpranowo', 'mohmahfudmd', 'beliau', 'perlu', 'makan', 'siang', 'gratis', 'agar', 'ga', 'stunting']","['ganjarpranowo', 'mohmahfudmd', 'beliau', 'perlu', 'makan', 'siang', 'gratis', 'agar', 'ga', 'stunting']",ganjarpranowo mohmahfudmd beliau siang gratis stunting,"['ganjarpranowo', 'mohmahfudmd', 'beliau', 'siang', 'gratis', 'stunting']",neutral,positive
SyarifShoffan,elmo_fpv,@elmo_fpv @abigailimuriaa @Kemdikbud_RI Bentar lu bandingin orang (individu) sama kominfo (pemegang kebijakan)? Itu aja udah stunting,elmo fpv abigailimuriaa kemdikbud ri bentar lu bandingin orang individu sama kominfo pemegang kebijakan itu aja udah stunting,"['elmo', 'fpv', 'abigailimuriaa', 'kemdikbud', 'ri', 'bentar', 'lu', 'bandingin', 'orang', 'individu', 'sama', 'kominfo', 'pemegang', 'kebijakan', 'itu', 'aja', 'udah', 'stunting']","['elmo', 'fpv', 'abigailimuriaa', 'kemdikbud', 'ri', 'sebentar', 'kamu', 'bandingin', 'orang', 'individu', 'sama', 'kominfo', 'pemegang', 'kebijakan', 'itu', 'saja', 'sudah', 'stunting']",elmo fpv abigailimuriaa kemdikbud ri sebentar bandingin orang individu kominfo pemegang kebijakan stunting,"['elmo', 'fpv', 'abigailimuriaa', 'kemdikbud', 'ri', 'sebentar', 'bandingin', 'orang', 'individu', 'kominfo', 'pegang', 'bijak', 'stunting']",neutral,neutral
Suher_Jf,snyabanyak,@snyabanyak @tilehopper Itu bukan masalah kultural. Itu struktural: kemiskinan stunting tata ruang dst.,snyabanyak tilehopper itu bukan masalah kultural itu struktural kemiskinan stunting tata ruang dst,"['snyabanyak', 'tilehopper', 'itu', 'bukan', 'masalah', 'kultural', 'itu', 'struktural', 'kemiskinan', 'stunting', 'tata', 'ruang', 'dst']","['snyabanyak', 'tilehopper', 'itu', 'bukan', 'masalah', 'kultural', 'itu', 'struktural', 'kemiskinan', 'stunting', 'tata', 'ruang', 'dan seterusnya']",snyabanyak tilehopper kultural struktural kemiskinan stunting tata ruang,"['snyabanyak', 'tilehopper', 'kultural', 'struktural', 'miskin', 'stunting', 'tata', 'ruang']",negative,neutral
mbahGandalf,Aryprasetyo85,@Aryprasetyo85 @erickthohir IMO BUMN itu sdh salah setting tata kelola nya sejak didirikan thn 1973. Dr rezim ke rezim tatakelola BUMN scr hakiki tdk banyak berubah. Sistem kompetensi &amp; meritokrasi jajaran direksi tdk berjln mulus. Thn 1978 Pertamina dikorupsi $ 15 Milyar &amp; berakibat stunting ,erickthohir imo bumn itu sdh salah setting tata kelola nya sejak didirikan thn dr rezim ke rezim tatakelola bumn scr hakiki tdk banyak berubah sistem kompetensi amp meritokrasi jajaran direksi tdk berjln mulus thn pertamina dikorupsi milyar amp berakibat stunting,"['erickthohir', 'imo', 'bumn', 'itu', 'sdh', 'salah', 'setting', 'tata', 'kelola', 'nya', 'sejak', 'didirikan', 'thn', 'dr', 'rezim', 'ke', 'rezim', 'tatakelola', 'bumn', 'scr', 'hakiki', 'tdk', 'banyak', 'berubah', 'sistem', 'kompetensi', 'amp', 'meritokrasi', 'jajaran', 'direksi', 'tdk', 'berjln', 'mulus', 'thn', 'pertamina', 'dikorupsi', 'milyar', 'amp', 'berakibat', 'stunting']","['erickthohir', 'imo', 'bumn', 'itu', 'sdh', 'salah', 'atur', 'tata', 'kelola', 'nya', 'sejak', 'didirikan', 'tahun', 'dr', 'rezim', 'ke', 'rezim', 'tatakelola', 'bumn', 'secara', 'hakiki', 'tidak', 'banyak', 'berubah', 'sistem', 'kompetensi', 'amp', 'meritokrasi', 'jajaran', 'direksi', 'tidak', 'berjln', 'mulus', 'tahun', 'pertamina', 'dikorupsi', 'milyar', 'amp', 'berakibat', 'stunting']",erickthohir imo bumn salah atur tata kelola didirikan dr rezim rezim tatakelola bumn hakiki berubah sistem kompetensi meritokrasi jajaran direksi berjln mulus pertamina dikorupsi milyar berakibat stunting,"['erickthohir', 'imo', 'bumn', 'salah', 'atur', 'tata', 'kelola', 'diri', 'dr', 'rezim', 'rezim', 'tatakelola', 'bumn', 'hakiki', 'ubah', 'sistem', 'kompetensi', 'meritokrasi', 'jajar', 'direksi', 'berjln', 'mulus', 'pertamina', 'korupsi', 'milyar', 'akibat', 'stunting']",negative,neutral
zamire,naylaodre,@nanath27 @CinereUnun41935 @Kimberley_PS08 Emang tolol ini orang kena klik bait media pasti ga baca karena otaknya ga kuat nerima informasi. Dasar bocah stunting. ,kimberley emang tolol ini orang kena klik bait media pasti ga baca karena otaknya ga kuat nerima informasi dasar bocah stunting,"['kimberley', 'emang', 'tolol', 'ini', 'orang', 'kena', 'klik', 'bait', 'media', 'pasti', 'ga', 'baca', 'karena', 'otaknya', 'ga', 'kuat', 'nerima', 'informasi', 'dasar', 'bocah', 'stunting']","['kimberley', 'memang', 'tolol', 'ini', 'orang', 'kena', 'klik', 'bait', 'media', 'yakin', 'ga', 'baca', 'karena', 'otaknya', 'ga', 'kuat', 'nerima', 'informasi', 'dasar', 'bocah', 'stunting']",kimberley tolol orang kena klik bait media baca otaknya kuat nerima informasi dasar bocah stunting,"['kimberley', 'tolol', 'orang', 'kena', 'klik', 'bait', 'media', 'baca', 'otak', 'kuat', 'nerima', 'informasi', 'dasar', 'bocah', 'stunting']",negative,neutral
Hercule56318204,berkasih_m63350,@berkasih_m63350 Nulia perbandingan gak jelas. Bego kog dipelihara dasar korban stunting ,berkasih nulia perbandingan gak jelas bego kog dipelihara dasar korban stunting,"['berkasih', 'nulia', 'perbandingan', 'gak', 'jelas', 'bego', 'kog', 'dipelihara', 'dasar', 'korban', 'stunting']","['berkasih', 'nulia', 'perbandingan', 'gak', 'jelas', 'bego', 'kok', 'dipelihara', 'dasar', 'korban', 'stunting']",berkasih nulia perbandingan bego dipelihara dasar korban stunting,"['kasih', 'nulia', 'banding', 'bego', 'pelihara', 'dasar', 'korban', 'stunting']",neutral,neutral
Areaarsenal,ARSIPAJA,@ARSIPAJA Jd mksudnya orang papua kl mw sehat tinggal berburu aja gitu? Emg org papua gk pengen blanja di pasar dengan harga normal n tempat yg layak?? Stereotip itu merendahkan ato yg ngomong aja yg stunting?,arsipaja jd mksudnya orang papua kl mw sehat tinggal berburu aja gitu emg org papua gk pengen blanja di pasar dengan harga normal n tempat yg layak stereotip itu merendahkan ato yg ngomong aja yg stunting,"['arsipaja', 'jd', 'mksudnya', 'orang', 'papua', 'kl', 'mw', 'sehat', 'tinggal', 'berburu', 'aja', 'gitu', 'emg', 'org', 'papua', 'gk', 'pengen', 'blanja', 'di', 'pasar', 'dengan', 'harga', 'normal', 'n', 'tempat', 'yg', 'layak', 'stereotip', 'itu', 'merendahkan', 'ato', 'yg', 'ngomong', 'aja', 'yg', 'stunting']","['arsipaja', 'jadi', 'mksudnya', 'orang', 'papua', 'kalau', 'now watching', 'sehat', 'tinggal', 'berburu', 'saja', 'seperti itu', 'emg', 'org', 'papua', 'gk', 'pengen', 'blanja', 'di', 'pasar', 'dengan', 'harga', 'normal', 'dan', 'tempat', 'yang', 'layak', 'stereotip', 'itu', 'merendahkan', 'atau', 'yang', 'bicara', 'saja', 'yang', 'stunting']",arsipaja mksudnya orang papua now watching sehat tinggal berburu emg org papua gk blanja pasar harga normal stereotip merendahkan stunting,"['arsipaja', 'mksudnya', 'orang', 'papua', 'now', 'watching', 'sehat', 'tinggal', 'buru', 'emg', 'org', 'papua', 'gk', 'blanja', 'pasar', 'harga', 'normal', 'stereotip', 'rendah', 'stunting']",neutral,neutral
yeouinjun,heedeseung,@heedeseung Stunting dikasih makan seharga lima ribuan katanya,heedeseung stunting dikasih makan seharga lima ribuan katanya,"['heedeseung', 'stunting', 'dikasih', 'makan', 'seharga', 'lima', 'ribuan', 'katanya']","['heedeseung', 'stunting', 'dikasih', 'makan', 'seharga', 'lima', 'ribuan', 'katanya']",heedeseung stunting dikasih seharga ribuan,"['heedeseung', 'stunting', 'kasih', 'harga', 'ribu']",negative,neutral
MMARKPPAKIN,hidrunkit,@lengso nanti dimakan maksi gratisnya agar tidak stunting ok kid? btw trims ya. utnung gak disebut mirip onyet,lengso nanti dimakan maksi gratisnya agar tidak stunting ok kid btw trims ya utnung gak disebut mirip onyet,"['lengso', 'nanti', 'dimakan', 'maksi', 'gratisnya', 'agar', 'tidak', 'stunting', 'ok', 'kid', 'btw', 'trims', 'ya', 'utnung', 'gak', 'disebut', 'mirip', 'onyet']","['lengso', 'nanti', 'dimakan', 'maksi', 'gratisnya', 'agar', 'tidak', 'stunting', 'ok', 'kid', 'ngomong-ngomong', 'terima kasih', 'iya', 'utnung', 'gak', 'disebut', 'mirip', 'onyet']",lengso dimakan maksi gratisnya stunting ok kid ngomongngomong terima kasih utnung onyet,"['lengso', 'makan', 'maksi', 'gratis', 'stunting', 'ok', 'kid', 'ngomongngomong', 'terima', 'kasih', 'utnung', 'onyet']",positive,positive
budionosiregar_,DCruzzero,@DCruzzero @ZoneVenomWar @soundbrowken coba deh bisa ngga yang no 1 dan kalo normally orang makan 3 kali sehari terpenuhi 7 5% berarti 22 5 doang dong? jangan segitu dong bisa percuma buang anggaran tetep stunting itupun kalo makan dia 3 kali. anjir susu setengah sendok teh buat apa..,dcruzzero zonevenomwar soundbrowken coba deh bisa ngga yang no dan kalo normally orang makan kali sehari terpenuhi berarti doang dong jangan segitu dong bisa percuma buang anggaran tetep stunting itupun kalo makan dia kali anjir susu setengah sendok teh buat apa,"['dcruzzero', 'zonevenomwar', 'soundbrowken', 'coba', 'deh', 'bisa', 'ngga', 'yang', 'no', 'dan', 'kalo', 'normally', 'orang', 'makan', 'kali', 'sehari', 'terpenuhi', 'berarti', 'doang', 'dong', 'jangan', 'segitu', 'dong', 'bisa', 'percuma', 'buang', 'anggaran', 'tetep', 'stunting', 'itupun', 'kalo', 'makan', 'dia', 'kali', 'anjir', 'susu', 'setengah', 'sendok', 'teh', 'buat', 'apa']","['dcruzzero', 'zonevenomwar', 'soundbrowken', 'coba', 'deh', 'bisa', 'tidak', 'yang', 'no', 'dan', 'kalau', 'normally', 'orang', 'makan', 'kali', 'sehari', 'terpenuhi', 'berarti', 'doang', 'dong', 'jangan', 'segitu', 'dong', 'bisa', 'percuma', 'buang', 'anggaran', 'tetep', 'stunting', 'itupun', 'kalau', 'makan', 'dia', 'kali', 'anjing', 'susu', 'setengah', 'sendok', 'kakak perempuan', 'buat', 'apa']",dcruzzero zonevenomwar soundbrowken normally orang kali sehari terpenuhi doang segitu buang anggaran tetep stunting itupun kali anjing susu sendok kakak perempuan,"['dcruzzero', 'zonevenomwar', 'soundbrowken', 'normally', 'orang', 'kali', 'hari', 'penuh', 'doang', 'segitu', 'buang', 'anggar', 'tetep', 'stunting', 'itu', 'kali', 'anjing', 'susu', 'sendok', 'kakak', 'perempuan']",negative,neutral
